external_sku;short_description;description
39584572;"<p>- Specjalna technika ostrzenia<br>
- Wysokiej jakości anodyzowane śruby ze stali nierdzewnej<br>
- Ciche koszenie<br>
- Materiał: stal nierdzewna</p>";"<h2>Opis</h2>

<p>Stal: Stal nierdzewna</p>
<p>Rozmiar ostrza: 36mm x 18mm x 0,5mm</p>
<p>Kompatybilny z modelami robotów WorX: S300, M500, M700, M500 plus, M700 Plus, L1000, L2000, M800</p>"
37714573;"<p> </p>
<p><b><span lang=""EN-US"">Oryginalne <span class=""il"">ostrza</span> ze stali nierdzewnej Robomow <span class=""il"">RK</span> firmy AM ROBOTS mają wyjątkowo twardą powłokę, która zapewnia lepszą ochronę <span class=""il"">ostrzy</span> .</span></b></p>
<p>Ostrze jest kompatybilne z wszystkimi urządzeniami serii Robomow RK.</p>
<p>Opakowanie zawiera 8 szt.</p>
<ul>
<li>Zawiera zapasowe ostrza i śruby.</li>
<li>Ostrze jest kompatybilne z kosiarkami automatycznymi Robomow z serii RK</li>
</ul>";"<h2>Opis</h2>

<p>Rozmiar: 25,5 x 23,5 x 100 mm</p>
<p>Kompatybilny z modelami robotów Robomow: RK1000, RK1000 Pro, RK2000, RK2000 Pro, RK3000 Pro, RK4000 Pro</p>"
37734579;"<p> </p>
<p><b><span lang=""EN-US"">Oryginalne <span class=""il"">ostrza</span> ze stali nierdzewnej Robomow <span class=""il"">RK</span> firmy AM ROBOTS mają wyjątkowo twardą powłokę, która zapewnia lepszą ochronę <span class=""il"">ostrzy</span> .</span></b></p>
<p>Ostrze jest kompatybilne z wszystkimi urządzeniami serii Robomow RK.</p>
<p>Opakowanie zawiera 8 szt.</p>
<ul>
<li>Zawiera zapasowe ostrza i śruby.</li>
<li>Ostrze jest kompatybilne z kosiarkami automatycznymi Robomow z serii RK</li>
</ul>";"<h2>Opis</h2>

<p>Rozmiar: 25,5 x 23,5 x 100 mm</p>
<p>Kompatybilny z modelami robotów Robomow: RK1000, RK1000 Pro, RK2000, RK2000 Pro, RK3000 Pro, RK4000 Pro</p>"
37994571;"<p> </p>
<p><b><span lang=""EN-US"">Oryginalne <span class=""il"">ostrza</span> ze stali nierdzewnej Robomow <span class=""il"">RK</span> firmy AM ROBOTS mają wyjątkowo twardą powłokę, która zapewnia lepszą ochronę <span class=""il"">ostrzy</span> .</span></b></p>
<p>Ostrze jest kompatybilne z wszystkimi urządzeniami serii Robomow RK.</p>
<p>Opakowanie zawiera 8 szt.</p>
<ul>
<li>Zawiera zapasowe ostrza i śruby.</li>
<li>Ostrze jest kompatybilne z kosiarkami automatycznymi Robomow z serii RK</li>
</ul>";"<h2>Opis</h2>

<p>Rozmiar: 25,5 x 23,5 x 100 mm</p>
<p>Kompatybilny z modelami robotów Robomow: RK1000, RK1000 Pro, RK2000, RK2000 Pro, RK3000 Pro, RK4000 Pro</p>"
37504585;"<p> </p>
<p><strong>Oryginalne ostrza ze stali nierdzewnej Robomow RS firmy AM ROBOTS mają wyjątkowo twardą powłokę, która zapewnia lepszą ochronę ostrzy.</strong></p>
<p>Ostrza są łatwe do umieszczenia na robocie i mają elegancki i nowoczesny design. AM ROBOTS oferuje 1 lub 2 opakowania zapasowych ostrzy do Robomow RS.</p>
<p> </p>
<ul>
<li>1, 2 lub 25 ostrzy</li>
<li>Ostrze jest kompatybilne z robotami-kosiarkami Robomow z serii RS, RC, TS i MS.</li>
<li>Materiał: Stal nierdzewna</li>
</ul>";"<h2>Opis</h2>

<p>Opakowanie: 1, 2 lub 25 sztuk</p>
<p>Materiał: Stal nierdzewna</p>
<p>Oryginalne numery części: 1 opakowanie - MRK6101A 2 opakowania - MRK7003A</p>
<p>Kompatybilny z modelami robotów Robomow: RC312, RC308, RC304, RS635, RS625, RS615</p>"
37504593;"<p> </p>
<p><strong>Oryginalne ostrza ze stali nierdzewnej Robomow RS firmy AM ROBOTS mają wyjątkowo twardą powłokę, która zapewnia lepszą ochronę ostrzy.</strong></p>
<p>Ostrza są łatwe do umieszczenia na robocie i mają elegancki i nowoczesny design. AM ROBOTS oferuje 1 lub 2 opakowania zapasowych ostrzy do Robomow RS.</p>
<p> </p>
<ul>
<li>1, 2 lub 25 ostrzy</li>
<li>Ostrze jest kompatybilne z robotami-kosiarkami Robomow z serii RS, RC, TS i MS.</li>
<li>Materiał: Stal nierdzewna</li>
</ul>";"<h2>Opis</h2>

<p>Opakowanie: 1, 2 lub 25 sztuk</p>
<p>Materiał: Stal nierdzewna</p>
<p>Oryginalne numery części: 1 opakowanie - MRK6101A 2 opakowania - MRK7003A</p>
<p>Kompatybilny z modelami robotów Robomow: RC312, RC308, RC304, RS635, RS625, RS615</p>"
37504594;"<p> </p>
<p><strong>Oryginalne ostrza ze stali nierdzewnej Robomow RS firmy AM ROBOTS mają wyjątkowo twardą powłokę, która zapewnia lepszą ochronę ostrzy.</strong></p>
<p>Ostrza są łatwe do umieszczenia na robocie i mają elegancki i nowoczesny design. AM ROBOTS oferuje 1 lub 2 opakowania zapasowych ostrzy do Robomow RS.</p>
<p> </p>
<ul>
<li>1, 2 lub 25 ostrzy</li>
<li>Ostrze jest kompatybilne z robotami-kosiarkami Robomow z serii RS, RC, TS i MS.</li>
<li>Materiał: Stal nierdzewna</li>
</ul>";"<h2>Opis</h2>

<p>Opakowanie: 1, 2 lub 25 sztuk</p>
<p>Materiał: Stal nierdzewna</p>
<p>Oryginalne numery części: 1 opakowanie - MRK6101A 2 opakowania - MRK7003A</p>
<p>Kompatybilny z modelami robotów Robomow: RC312, RC308, RC304, RS635, RS625, RS615</p>"
37894575;"<p> </p>
<p><strong>Oryginalne ostrza ze stali nierdzewnej Robomow RS firmy AM ROBOTS mają wyjątkowo twardą powłokę, która zapewnia lepszą ochronę ostrzy.</strong></p>
<p>Ostrza są łatwe do umieszczenia na robocie i mają elegancki i nowoczesny design. AM ROBOTS oferuje 1 lub 2 opakowania zapasowych ostrzy do Robomow RS.</p>
<p> </p>
<ul>
<li>1, 2 lub 25 ostrzy</li>
<li>Ostrze jest kompatybilne z robotami-kosiarkami Robomow z serii RS, RC, TS i MS.</li>
<li>Materiał: Stal nierdzewna</li>
</ul>";"<h2>Opis</h2>

<p>Opakowanie: 1, 2 lub 25 sztuk</p>
<p>Materiał: Stal nierdzewna</p>
<p>Oryginalne numery części: 1 opakowanie - MRK6101A 2 opakowania - MRK7003A</p>
<p>Kompatybilny z modelami robotów Robomow: RC312, RC308, RC304, RS635, RS625, RS615</p>"
37504589;"<p> </p>
<p><strong>Oryginalne ostrza ze stali nierdzewnej Robomow RX firmy AM ROBOTS mają wyjątkowo twardą powłokę, która zapewnia lepszą ochronę ostrzy.</strong></p>
<p>Ostrze jest kompatybilne z kosiarkami automatycznymi Robomow z serii RX.</p>
<p> </p>
<ul>
<li>Zawiera zapasowe ostrze i narzędzia zapewniające bezpieczną wymianę</li>
<li>Ostrze jest kompatybilne z kosiarkami automatycznymi Robomow z serii RX</li>
<li>Materiał: Stal nierdzewna</li>
<li>Rozmiar: L: 18cm W: 4,5cm</li>
</ul>";"<h2>Opis</h2>

<p>Rozmiar: L: 18cm W: 4,5cm</p>
<p>Opakowanie: 1 szt.</p>
<p>Materiał: Stal nierdzewna</p>
<p>Numer części oryginalnej: 122-102-619</p>
<p>Kompatybilny z modelami robotów Robomow: RT300, RT700, RX 12U, RX20U i RX50</p>"
31029717;"<p><strong>Ostrza STIHL iMOW Evo są przeznaczone do robota o tej samej nazwie. </strong></p>
<p>Zostały one zaprojektowane w celu wyeliminowania pęknięć, jeśli robot uderzy w kamień lub twardą gałąź podczas cięcia. Zapobiegają rozrzucaniu resztek ostrza na trawniku.</p>
<p>Stal nierdzewna oferuje dłuższy czas cięcia i sprawi, że właściciel robota nie będzie musiał tak często wymieniać ostrzy.</p>
<p>Ostrza te są dostępne w opakowaniach po 9 sztuk, 30 sztuk lub 300 sztuk dla centrów serwisowych.</p>";"<h2>Opis</h2>

<p>Pasuje do modeli Stihl: iMOW 5/ iMOW 5 EVO/ iMOW 6/ iMOW 6 EVO/ iMOW 7/ iMOW 7 EVO</p>"
31029772;"<p><strong>Ostrza STIHL iMOW Evo są przeznaczone do robota o tej samej nazwie. </strong></p>
<p>Zostały one zaprojektowane w celu wyeliminowania pęknięć, jeśli robot uderzy w kamień lub twardą gałąź podczas cięcia. Zapobiegają rozrzucaniu resztek ostrza na trawniku.</p>
<p>Stal nierdzewna oferuje dłuższy czas cięcia i sprawi, że właściciel robota nie będzie musiał tak często wymieniać ostrzy.</p>
<p>Ostrza te są dostępne w opakowaniach po 9 sztuk, 30 sztuk lub 300 sztuk dla centrów serwisowych.</p>";"<h2>Opis</h2>

<p>Pasuje do modeli Stihl: iMOW 5/ iMOW 5 EVO/ iMOW 6/ iMOW 6 EVO/ iMOW 7/ iMOW 7 EVO</p>"
31029779;"<p><strong>Ostrza STIHL iMOW Evo są przeznaczone do robota o tej samej nazwie. </strong></p>
<p>Zostały one zaprojektowane w celu wyeliminowania pęknięć, jeśli robot uderzy w kamień lub twardą gałąź podczas cięcia. Zapobiegają rozrzucaniu resztek ostrza na trawniku.</p>
<p>Stal nierdzewna oferuje dłuższy czas cięcia i sprawi, że właściciel robota nie będzie musiał tak często wymieniać ostrzy.</p>
<p>Ostrza te są dostępne w opakowaniach po 9 sztuk, 30 sztuk lub 300 sztuk dla centrów serwisowych.</p>";"<h2>Opis</h2>

<p>Pasuje do modeli Stihl: iMOW 5/ iMOW 5 EVO/ iMOW 6/ iMOW 6 EVO/ iMOW 7/ iMOW 7 EVO</p>"
31509787;"<p><strong>Jest to kompletny, oryginalny zestaw zamienny do STIHL / VIKING iMOW. Zestaw zawiera wszystkie niezbędne akcesoria potrzebne do wymiany ostrzy w kosach STIHL / VIKING iMOW serii 6. </strong></p>
<ul>
<li>Numer producenta: 69090071022, 63097609701, 63097609700</li>
<li>Zamontowane w: STIHL / VIKING MI 632, MI 632 P, MI 632 C, MI 632 PC, STIHL RMI 632, RMI 632 P, RMI 632 C, RMI 632 PC</li>
<li>Zawartość pudełka: 1 x uchwyt (łapacz) noży z krążkiem mocującym (śruba do noży).</li>
<li>Uchwyt do noży iMOW z płytą montażową do ALM 030</li>
</ul>";"<h2>Opis</h2>

<p>Numer części oryginalnej: 6909-007-1022</p>
<p>Kompatybilny z modelami robotów STIHL / VIKING iMOW: RMI 632, RMI 632P, RMI 632C, RMI 632PC</p>"
31509786;"<p><strong>Nasze noże Quality do STIHL i VIKING iMOW są wykonane z najwyższej jakości stali szlachetnej i pokryte powłoką ochronną o bardzo długiej żywotności.</strong></p>
<p>Możesz również dodać zestaw montażowy dla ostrzy, znajdziesz je poniżej na tej stronie.</p>
<p>Zamontowane w:</p>
<ul>
<li>VIKING MI 632, MI 632 P, MI 632 C, MI 632 PC,</li>
<li>STIHL RMI 632, RMI 632 P, RMI 632 C, RMI 632 P</li>
</ul>";"<h2>Opis</h2>

<p>Nr części oryginalnej: ALM 030</p>
<p>Kompatybilny z modelami robotów STIHL / VIKING iMOW: Stihl RMI 632, Stihl RMI 632 P, Stihl RMI 632 C, Stihl RMI 632 PC, Viking MI 632, Viking MI 632 P, Viking MI 632 C, Viking MI 632 PC</p>
<p> </p>"
31509789;"<p><strong>Nasze noże Quality do STIHL i VIKING iMOW są wykonane z najwyższej jakości stali szlachetnej i pokryte powłoką ochronną o bardzo długiej żywotności.</strong></p>
<p>Możesz również dodać zestaw montażowy dla ostrzy, znajdziesz je poniżej na tej stronie.</p>
<p>Zamontowane w:</p>
<ul>
<li>VIKING MI 632, MI 632 P, MI 632 C, MI 632 PC,</li>
<li>STIHL RMI 632, RMI 632 P, RMI 632 C, RMI 632 P</li>
</ul>";"<h2>Opis</h2>

<p>Numer części oryginalnej: 6309-702-0101</p>
<p>Kompatybilny z modelami robotów STIHL / VIKING iMOW:  Stihl RMI 632, Stihl RMI 632 P, Stihl RMI 632 C, Stihl RMI 632 PC, Viking MI 632, Viking MI 632 P, Viking MI 632 C, Viking MI 632 PC,</p>"
31509788;"<p><strong>Nasze noże do STIHL i VIKING iMOW są wykonane z najwyższej jakości stali szlachetnej i pokryte powłoką ochronną o wyjątkowo długiej żywotności.</strong></p>
<p><strong> </strong></p>
<p>Pasuje do modeli: STIHL / VIKING iMOW MI422, seria 4, 20 cm</p>";"<h2>Opis</h2>

<p>Numer części oryginalnej: 6301-702-0101</p>
<p>Kompatybilny z modelami robotów STIHL / VIKING iMOW: Stihl RMI 422, Stihl RMI 422 P, Stihl RMI 422 PC, Stihl RMI 522 C, Viking iMOW MI 4 Serie</p>
<p> </p>"
39969979;"<p> </p>
<p><strong>Ostrza Worx od AM ROBOTS działają dłużej dzięki hartowanej stali. Ostrza Worx mają specjalną technikę ostrzenia, która ostrzy ostrza podczas cięcia trawy.</strong></p>
<p>Hartowana stal została zaprojektowana w celu wyeliminowania pęknięć w przypadku uderzenia ostrza o kamień lub twardą gałąź podczas cięcia. Gwarantuje to również, że żadne fragmenty ostrza nie pozostaną w trawie, co czyni go bezpiecznym w użyciu.</p>
<p>Nowo wynaleziona stal nierdzewna oferuje dłuższy czas cięcia i sprawi, że konsumenci nie będą musieli tak często wymieniać ostrzy.</p>
<ul>
<li><strong>Najlepsza jakość bezpiecznych ostrzy</strong></li>
<li><strong>Śruby zabezpieczające</strong></li>
<li><strong>Ostrza o długiej żywotności</strong></li>
</ul>
<p>Pasują do wszystkich modeli Worx.</p>";"<h2>Opis</h2>

<p>Stal: Stal nierdzewna</p>
<p>Oferujemy ten model w opakowaniu zastępczym 12 szt.</p>
<p>Rozmiar ostrza: 36mm x 18mm x 0,5mm</p>
<p>Numer części oryginalnej: WA0190</p>
<p>Kompatybilny z modelami robotów WorX: S300, M500, M700, M500 plus, M700 Plus, L1000, L2000, M800</p>"
39969998;"<p> </p>
<p><strong>Ostrza Worx od AM ROBOTS działają dłużej dzięki hartowanej stali. Ostrza Worx mają specjalną technikę ostrzenia, która ostrzy ostrza podczas cięcia trawy.</strong></p>
<p>Hartowana stal została zaprojektowana w celu wyeliminowania pęknięć w przypadku uderzenia ostrza o kamień lub twardą gałąź podczas cięcia. Gwarantuje to również, że żadne fragmenty ostrza nie pozostaną w trawie, co czyni go bezpiecznym w użyciu.</p>
<p>Nowo wynaleziona stal nierdzewna oferuje dłuższy czas cięcia i sprawi, że konsumenci nie będą musieli tak często wymieniać ostrzy.</p>
<ul>
<li><strong>Najlepsza jakość bezpiecznych ostrzy</strong></li>
<li><strong>Śruby zabezpieczające</strong></li>
<li><strong>Ostrza o długiej żywotności</strong></li>
</ul>
<p>Pasują do wszystkich modeli Worx.</p>";"<h2>Opis</h2>

<p>Stal: Stal nierdzewna</p>
<p>Oferujemy ten model w opakowaniu zastępczym 12 szt.</p>
<p>Rozmiar ostrza: 36mm x 18mm x 0,5mm</p>
<p>Numer części oryginalnej: WA0190</p>
<p>Kompatybilny z modelami robotów WorX: S300, M500, M700, M500 plus, M700 Plus, L1000, L2000, M800</p>"
65620178;"<p><strong><em>Przedłużacz stacji referencyjnej RTK (20 metrów) do kosiarki Husqvarna Automower.</em></strong></p>
<p>Ten 20-metrowy kabel umożliwia zainstalowanie <strong>stacji referencyjnej EPOS</strong> w alternatywnych lokalizacjach oddalonych od stacji ładującej, takich jak:</p>
<ul>
<li>Na dachach</li>
<li>Mocowane do ścian</li>
<li>Inne podwyższone lub otwarte obszary</li>
</ul>
<p>Ta konfiguracja może pomóc zwiększyć siłę sygnału i zasięg.</p>";"<h2>Opis</h2>

<p>Aby efektywnie korzystać z tego kabla, potrzebny będzie <strong>zasilacz do stacji bazowej RTK</strong>, który zapewni zasilanie, gdy stacja zostanie umieszczona w odległym miejscu.</p>
<p>Współpracuje z:</p>
<p>Aspire R4<br>
Automowr 305E Nera<br>
Automower 305 2020-&gt;<br>
Automower 405X<br>
Automower 405XE Nera<br>
Automower 410XE Nera<br>
Automower 415X<br>
Automower 105<br>
Automower 310<br>
Automower 310 Mark II<br>
Automower 310E Nera<br>
Automower 315<br>
Automower 315 Mark II<br>
Automower 315X<br>
Automower 320, 2013-2015<br>
Automower 330X 2013-2015<br>
Automower 420<br>Automower 430X<br>Automower 320 Nera<br>Automower 430X Nera</p>"
65300183;"<p><strong>Przedłużacz stacji referencyjnej RTK (10 metrów) do serii LUBA 2 AWD.</strong></p>
<p>Ten 10-metrowy kabel umożliwia zainstalowanie <strong>stacji referencyjnej RTK</strong> w alternatywnych lokalizacjach oddalonych od stacji ładującej, takich jak:</p>
<ul>
<li>Na dachach</li>
<li>Mocowane do ścian</li>
<li>Inne podwyższone lub otwarte obszary</li>
</ul>
<p>Ta konfiguracja może pomóc zwiększyć siłę sygnału i zasięg.</p>";"<h2>Opis</h2>

<p>Aby efektywnie korzystać z tego kabla, potrzebny będzie <strong>zasilacz do stacji bazowej RTK</strong>, który zapewni zasilanie, gdy stacja zostanie umieszczona w odległym miejscu.</p>
<p>  Współpracuje z:<br>Seria LUBA 2 AWD 2024</p>
<p>  Nie działa z:<br>LUBA 2 AWD Series 2025</p>"
65460199;"<p><strong>Przedłużacz stacji referencyjnej RTK (10 metrów) do serii Navimow H i i.</strong></p>
<p>Ten 10-metrowy kabel umożliwia zainstalowanie <strong>stacji referencyjnej RTK</strong> w alternatywnych lokalizacjach oddalonych od stacji ładującej, takich jak:</p>
<ul>
<li>Na dachach</li>
<li>Mocowane do ścian</li>
<li>Inne podwyższone lub otwarte obszary</li>
</ul>
<p>Ta konfiguracja może pomóc zwiększyć siłę sygnału i zasięg.</p>";"<h2>Opis</h2>

<p>Aby efektywnie korzystać z tego kabla, potrzebny będzie <strong>zasilacz do stacji bazowej RTK</strong>, który zapewni zasilanie, gdy stacja zostanie umieszczona w odległym miejscu.</p>
<p>Kompatybilne z: serią Navimow H, serią Navimow i</p>"
33899789;"<p> </p>
<p><strong>Zestawy instalacyjne są dostępne w rozmiarach X-Small / Small / Medium / Large i XL. Zestawy zawierają rozwiązanie ""wszystko w jednym"" dla instalacji robota.</strong></p>
<p>Zestawy instalacyjne zawierają przewód graniczny, kołki Bio Pegs i złącza. Kołki Bio Pegs są biodegradowalne; po umieszczeniu w ziemi staną się kompostem w ciągu 2 lat. Ponadto nowa wersja zestawu instalacyjnego zawiera czarny przewód zamiast zielonego, co zwiększa trwałość przewodu, chroniąc go przed promieniowaniem UV pochodzącym ze słońca.</p>
<p>Zestawy występują w 5 rozmiarach:</p>
<ul>
<li><strong>X-Small: 100 metrów kabla 2,7 mm, 100 sztuk Bio Pegs, 2 złącza kabla, 2 złącza stacji dokującej</strong></li>
<li><strong>Mały: 150 metrów kabla 2,7 mm, 300 sztuk kołków Bio Pegs, 5 złączy kablowych, 5 złączy stacji dokującej</strong></li>
<li><strong>Medium: 250 metrów kabla 2,7 mm, 400 sztuk kołków Bio Pegs, 5 złączy kablowych, 5 złączy stacji dokującej</strong></li>
<li><strong>Duży: 400 metrów kabla 2,7 mm, 600 sztuk Bio Pegs, 5 złączy kablowych, 5 złączy stacji dokującej</strong></li>
<li><strong>XL: 500-metrowy kabel, 800 sztuk kołków Bio Pegs, 5 złączy kablowych, 5 złączy stacji dokującej</strong></li>
</ul>
<p class=""p1"">Masz możliwość otrzymania zestawu instalacyjnego z linką bezpieczeństwa zamiast standardowej linki. Wszystkie zestawy instalacyjne mogą być używane do każdej instalacji kosiarki automatycznej.</p>
<p><iframe data-placeholder-image=""https://pub.am-robots.pl/media/am-robots/youtubeijnvHXEdnpM-maxresdefault.webp"" data-category=""marketing"" data-service=""youtube"" class=""cmplz-placeholder-element cmplz-iframe cmplz-iframe-styles cmplz-video"" data-cmplz-target=""src"" data-src-cmplz=""https://www.youtube.com/embed/ijnvHXEdnpM?feature=oembed"" title=""AUTO-MOW Auto-Mow Installation kits"" width=""1080"" height=""608"" src=""about:blank"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe></p>";"<h2>Opis</h2>

<p><strong>Rozmiary zestawu montażowego:</strong></p>
<ul>
<li><strong>X-Small: 100 metrów kabla 2,7 mm, 100 sztuk Bio Pegs, 2 złącza kabla, 2 złącza stacji dokującej</strong></li>
<li><strong>Mały: 150 metrów kabla 2,7 mm, 300 sztuk kołków Bio Pegs, 5 złączy kablowych, 5 złączy stacji dokującej</strong></li>
<li><strong>Medium: 250 metrów kabla 2,7 mm, 400 sztuk kołków Bio Pegs, 5 złączy kablowych, 5 złączy stacji dokującej</strong></li>
<li><strong>Duży: 400 metrów kabla 2,7 mm, 600 sztuk Bio Pegs, 5 złączy kablowych, 5 złączy stacji dokującej</strong></li>
<li><strong>XL: </strong><strong>500 metrów kabla 2,7 mm, 800 sztuk kołków Bio Pegs, 5 złączy kabla, 5 złączy stacji dokującej</strong></li>
</ul>
<p><strong>Działa dla:</strong></p>
<ul>
<li>Wszystkie zrobotyzowane kosiarki do trawy.</li>
</ul>
<p><strong>Nr części oryginalnej: Mały 967 97 21-01, Średni 967 97 22-01, Duży 967 97 23-01</strong></p>
<p><strong>Zestawy montażowe z linką bezpieczeństwa: </strong></p>
<p>Wszystkie zestawy instalacyjne zawierające kable bezpieczeństwa są pakowane w naszym magazynie i dostarczane w kartonowych pudełkach AM ROBOTS.</p>"
33899790;"<p> </p>
<p><strong>Zestawy instalacyjne są dostępne w rozmiarach X-Small / Small / Medium / Large i XL. Zestawy zawierają rozwiązanie ""wszystko w jednym"" dla instalacji robota.</strong></p>
<p>Zestawy instalacyjne zawierają przewód graniczny, kołki Bio Pegs i złącza. Kołki Bio Pegs są biodegradowalne; po umieszczeniu w ziemi staną się kompostem w ciągu 2 lat. Ponadto nowa wersja zestawu instalacyjnego zawiera czarny przewód zamiast zielonego, co zwiększa trwałość przewodu, chroniąc go przed promieniowaniem UV pochodzącym ze słońca.</p>
<p>Zestawy występują w 5 rozmiarach:</p>
<ul>
<li><strong>X-Small: 100 metrów kabla 2,7 mm, 100 sztuk Bio Pegs, 2 złącza kabla, 2 złącza stacji dokującej</strong></li>
<li><strong>Mały: 150 metrów kabla 2,7 mm, 300 sztuk kołków Bio Pegs, 5 złączy kablowych, 5 złączy stacji dokującej</strong></li>
<li><strong>Medium: 250 metrów kabla 2,7 mm, 400 sztuk kołków Bio Pegs, 5 złączy kablowych, 5 złączy stacji dokującej</strong></li>
<li><strong>Duży: 400 metrów kabla 2,7 mm, 600 sztuk Bio Pegs, 5 złączy kablowych, 5 złączy stacji dokującej</strong></li>
<li><strong>XL: 500-metrowy kabel, 800 sztuk kołków Bio Pegs, 5 złączy kablowych, 5 złączy stacji dokującej</strong></li>
</ul>
<p class=""p1"">Masz możliwość otrzymania zestawu instalacyjnego z linką bezpieczeństwa zamiast standardowej linki. Wszystkie zestawy instalacyjne mogą być używane do każdej instalacji kosiarki automatycznej.</p>
<p><iframe data-placeholder-image=""https://pub.am-robots.pl/media/am-robots/youtubeijnvHXEdnpM-maxresdefault.webp"" data-category=""marketing"" data-service=""youtube"" class=""cmplz-placeholder-element cmplz-iframe cmplz-iframe-styles cmplz-video"" data-cmplz-target=""src"" data-src-cmplz=""https://www.youtube.com/embed/ijnvHXEdnpM?feature=oembed"" title=""AUTO-MOW Auto-Mow Installation kits"" width=""1080"" height=""608"" src=""about:blank"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe></p>";"<h2>Opis</h2>

<p><strong>Rozmiary zestawu montażowego:</strong></p>
<ul>
<li><strong>X-Small: 100 metrów kabla 2,7 mm, 100 sztuk Bio Pegs, 2 złącza kabla, 2 złącza stacji dokującej</strong></li>
<li><strong>Mały: 150 metrów kabla 2,7 mm, 300 sztuk kołków Bio Pegs, 5 złączy kablowych, 5 złączy stacji dokującej</strong></li>
<li><strong>Medium: 250 metrów kabla 2,7 mm, 400 sztuk kołków Bio Pegs, 5 złączy kablowych, 5 złączy stacji dokującej</strong></li>
<li><strong>Duży: 400 metrów kabla 2,7 mm, 600 sztuk Bio Pegs, 5 złączy kablowych, 5 złączy stacji dokującej</strong></li>
<li><strong>XL: </strong><strong>500 metrów kabla 2,7 mm, 800 sztuk kołków Bio Pegs, 5 złączy kabla, 5 złączy stacji dokującej</strong></li>
</ul>
<p><strong>Działa dla:</strong></p>
<ul>
<li>Wszystkie zrobotyzowane kosiarki do trawy.</li>
</ul>
<p><strong>Nr części oryginalnej: Mały 967 97 21-01, Średni 967 97 22-01, Duży 967 97 23-01</strong></p>
<p><strong>Zestawy montażowe z linką bezpieczeństwa: </strong></p>
<p>Wszystkie zestawy instalacyjne zawierające kable bezpieczeństwa są pakowane w naszym magazynie i dostarczane w kartonowych pudełkach AM ROBOTS.</p>"
